comment,language,platform,emotion,stance,label
ভাষা হারিয়ে ফেলেছি। অহিংস ন্যায্য দাবীতে নিরস্ত্র ছাত্রদের শান্তিময় কর্মসূচি তে কেন শসস্ত্র হামলা? কেন এই হত্যাকান্ড? কেন?,Bangla,YouTube,Sadness,Pro-Uprising,Positive
সুন্দর কথা বলেছেন মাননীয় প্রধানমন্ত্রী শেখ হাসিনা আপনাকে অসংখ্য ধন্যবাদ।,Bangla,YouTube,Hope,Pro-Uprising,Negative
"হুম আইন সব শিক্ষার্থীদের জন্য, ছাত্রলীগের জন্য কোন আইন নেই?",Bangla,YouTube,Hope,Anti-Uprising,Positive
সকল ক্ষেত্রে মেধার অগ্রাধিকার দেওয়ার প্রয়োজন।,Bangla,YouTube,Hope,Pro-Uprising,Positive
"সকল কোটা বাদ দিয়ে ""মুক্তিযোদ্ধা পরিবার সুরক্ষা আইন"" করে তাদের পরিবারের সকলের যোগ্যতা অনুযায়ী কর্মসংস্থানের ব্যবস্থা কর হোক।",Bangla,YouTube,Hope,Pro-Uprising,Positive
মাননীয় প্রধানমন্ত্রী শেখ হাসিনার সিদ্ধান্তই সঠিক ছিল। ,Bangla,YouTube,Anger,Pro-Uprising,Negative
আপনার কথাতে বুঝা যায় কোটা থাকুক। যার ডাক্তারি পাস নাই সেও ডাক্তার হয়ে যাক। ওই ডাক্তার গুলি আপনি যখন অসুস্থ হবেন তখন আল্লাহ আপনাকে ওই ডাক্তারগুলি মিলাইয়া দিক।,Bangla,YouTube,Hope,Pro-Uprising,Positive
হাসিনা সরকার কে ধন্যবাদ সুন্দর কথা বলেছেন।,Bangla,YouTube,Hope,Pro-Uprising,Negative
এই মহিলাকে দেখলেই বাংলাদেশের জনগণের গা জ্বলে ওঠে। ,Bangla,YouTube,Hope,Pro-Uprising,Positive
বাংলাদেশের ইতিহাস ভুলে গেলে চলবে না মুক্তিযোদ্ধাদের জন্যই আজ বাংলাদেশ পেয়েছি।,Bangla,YouTube,Hope,Neutral,Neutral
৬ জন মরার পর ৪০০ আহত হওয়ার পর ও বলে নাকি কেউ কিছু বলছে না। ,Bangla,YouTube,Hope,Pro-Uprising,Positive
ভোট বিহীন প্রধানমন্ত্রী যত মিথ্যা কথা সুন্দর ভাবে সাজিয়ে বলে ফেলেন। ,Bangla,YouTube,Hope,Pro-Uprising,Positive
যোগ্যতার সঠিক সিদ্ধান্ত মাননীয় প্রধানমন্ত্রী জননেত্রী দেশরত্ন শেখ হাসিনার। ,Bangla,YouTube,Anger,Anti-Uprising,Negative
"মুক্তিযুদ্ধে যারা যুদ্ধ করছে এবং যারা করে নাই, যারা যুদ্ধের মুক্তিযোদ্ধাদের সাহায্য-সহযোগিতা করছ্‌ তারা সকলেই মিলেই একটা দেশ স্বাধীন করছে।",Bangla,YouTube,Hope,Neutral,Neutral
একজন দেশের প্রধান মন্ত্রীর কাছ থেকে এমন কথা আশা করনি। ,Bangla,YouTube,Hope,Pro-Uprising,Positive
চাটুকারিতা শিখতে হলে প্রভাস আমিন ফারজানা রুপা কে দেখে শিখা উচিত।,Bangla,YouTube,Hope,Pro-Uprising,Positive
নাতিপুতি পাবে। যুদ্ধ চলাকালীন সময় যার বয়স ৭ বছর হয় সে কি করে হয় মুক্তিযোদ্ধা? কত দিবে তাদের ভাতা দেশ। সব জায়গায় ছাড় পায় এখন নাতিপুতি পাবে মানেটা কি?,Bangla,YouTube,Hope,Pro-Uprising,Positive
কোটা বাতিল চাই। ,Bangla,YouTube,Hope,Pro-Uprising,Positive
কি কথা রে মানুষ কই নিয়ে গেছে! আল্লাহ মানুষকে হেদায়েত দেও। ,Bangla,YouTube,Anger,Pro-Uprising,Negative
আমার শেখ হাসিনার উপর খুব রাগ হচ্ছে। উনি মুক্তিযোদ্ধাদের জন্য আলাদা চাকরি রেখেছেন। শুধু কি মুক্তিযোদ্ধারা মুক্তিযুদ্ধো করছিল। সাধারণ মানুষেরা করেনি?,Bangla,YouTube,Hope,Pro-Uprising,Positive
"এখানে তো কাউকে রাজাকার বলা হয় নাই, সুধু যারা রাজাকার তাদের কথা বলা হয়েছে, আমরা বেশি বুঝছি তাই এই অবস্থা, ধন্যবাদ প্রধানমন্ত্রী কে। ",Bangla,YouTube,Hope,Pro-Uprising,Negative
এই দুষ্ট মহিলার উপর গজব হোক।,Bangla,YouTube,Hope,Pro-Uprising,Positive
রক্তে হাত লাল হয়ে গেছে।,Bangla,YouTube,Hope,Pro-Uprising,Positive
নে এইবার আমাদের ভাই বোনরাও রক্ত দিয়ে কোটা বাতিল করে ছাড়বে। ,Bangla,YouTube,Hope,Pro-Uprising,Positive
দেশবাসীরা প্রশ্নের উত্তর খুব ভালোভাবে দিয়েছে বুঝতে পেরেছেন আপনি। ,Bangla,YouTube,Hope,Pro-Uprising,Positive
স্বাধীন দেশের সময় টিভি বয়কট করা হবে। ,Bangla,YouTube,Anger,Pro-Uprising,Positive
যা বলেছেন ঠিক বলেছেন। ,Bangla,YouTube,Anger,Pro-Uprising,Negative
অবোশোই মুক্তিযোদ্ধা দের জন্য করা উচিত। ,Bangla,YouTube,Hope,Pro-Uprising,Negative
"আদালত তো আপনার হুকুমেই চলে, আপনার রায় তো আদালত!",Bangla,YouTube,Hope,Pro-Uprising,Positive
উনি কি মেধায় আর জনগণের ভোটে প্রধানমন্এী হয়েছেন?,Bangla,YouTube,Hope,Pro-Uprising,Positive
উনি বাবা কোঠায় আজ স্বৈরাচার সরকার।  ,Bangla,YouTube,Anger,Pro-Uprising,Positive
এখন আইন কোথায়? মারামারি কাটাকাটি তো ছাত্রলীগ শুরু করলো। এখন কোথায় আইন?,Bangla,YouTube,Hope,Anti-Uprising,Positive
আল্লাহ ছেড়ে দিন ছাড়বেন না মনে রাখবেন। ,Bangla,YouTube,Hope,Pro-Uprising,Positive
খারাপ কি বলছে সেটাই বুঝলাম না। ,Bangla,YouTube,Neutral,Neutral,Neutral
প্রশ্নের সাথে উত্তরের কোন মিল খুঁজে পেলামনা।,Bangla,YouTube,Neutral,Neutral,Neutral
আদালতে মির্জা ফখরুল সাহেবকে বসাইয়া দেন। আদালতের রায় সঠিকটা আসি যাবে।,Bangla,YouTube,Hope,Pro-Uprising,Positive
এখন নতুন কারিকুলাম বাতিল করা হউক।,Bangla,YouTube,Hope,Pro-Uprising,Positive
"এই হৃদয় বিদারক দৃশ্য দেখে শরীরের লোম দাঁড়িয়ে গেল, আহ্ কি নির্মমতা।",Bangla,YouTube,Hope,Pro-Uprising,Positive
যমুনা টিভিকে ধন্যবাদ ফুটেজ গুলো তুলে ধরার জন্য। ,Bangla,YouTube,Hope,Pro-Uprising,Positive
যারা এই নির্মম হত্যাযজ্ঞের সাথে জড়িত তাদের প্রকাশ্যে ফাসি চাই সকল শ্রেণি-পেশার মানুষের সামনে। ,Bangla,YouTube,Anger,Pro-Uprising,Positive
